customer_id,cell_id,window_start,window_end,rsrp_avg,sinr_avg,handover_failures,congestion_pct,packet_loss_pct
4369-NYSCF,CELL_778C,2024-12-01,2024-12-07,-85.6,14.7,1,44.6,0.12
4373-MAVJG,CELL_778C,2024-12-01,2024-12-07,-105.1,4.7,12,97.0,3.65
4373-VVHQL,CELL_134C,2024-12-01,2024-12-07,-86.7,17.1,1,30.4,0.52
4374-YMUSQ,CELL_101A,2024-12-01,2024-12-07,-89.5,16.0,0,51.5,0.12
4376-KFVRS,CELL_112B,2024-12-01,2024-12-07,-94.2,5.2,3,82.4,1.94
4377-VDHYI,CELL_502B,2024-12-01,2024-12-07,-95.7,12.9,1,53.6,0.34
4378-BZYFP,CELL_502B,2024-12-01,2024-12-07,-101.4,7.5,4,82.7,1.79
4378-MYPGO,CELL_502B,2024-12-01,2024-12-07,-100.2,8.1,5,82.8,1.77
4381-MHQDC,CELL_112B,2024-12-01,2024-12-07,-108.6,9.0,5,78.4,2.82
4385-GZQXV,CELL_101A,2024-12-01,2024-12-07,-95.6,5.8,5,75.2,1.57
4385-ZKVNW,CELL_101A,2024-12-01,2024-12-07,-104.0,7.5,6,74.8,2.53
4389-UEFCZ,CELL_234A,2024-12-01,2024-12-07,-97.2,6.1,6,79.3,1.75
4390-KYULV,CELL_134C,2024-12-01,2024-12-07,-89.3,13.8,1,38.6,0.41
4391-LNRXK,CELL_502B,2024-12-01,2024-12-07,-89.8,15.6,0,56.0,0.3
4391-RESHN,CELL_234A,2024-12-01,2024-12-07,-97.3,3.7,5,80.5,1.53
4393-GEADV,CELL_112B,2024-12-01,2024-12-07,-108.2,4.1,11,94.0,5.49
4393-OBCRR,CELL_101A,2024-12-01,2024-12-07,-90.2,14.7,0,39.3,0.32
4393-RYCRE,CELL_112B,2024-12-01,2024-12-07,-105.2,1.1,9,91.4,4.72
4395-PZMSN,CELL_112B,2024-12-01,2024-12-07,-92.0,13.8,0,50.4,0.37
4396-KLSEH,CELL_778C,2024-12-01,2024-12-07,-88.8,14.1,0,57.3,0.49
4397-FRLTA,CELL_889D,2024-12-01,2024-12-07,-94.8,4.8,6,82.5,1.58
4398-HSCJH,CELL_889D,2024-12-01,2024-12-07,-97.8,10.7,5,77.9,1.78
4402-FTBXC,CELL_234A,2024-12-01,2024-12-07,-101.3,9.6,6,84.3,1.77
4403-BWPAY,CELL_889D,2024-12-01,2024-12-07,-93.9,16.0,0,32.8,0.2
4404-HIBDJ,CELL_134C,2024-12-01,2024-12-07,-88.6,11.0,1,50.6,0.35
4412-YLTKF,CELL_411A,2024-12-01,2024-12-07,-99.1,5.3,6,79.3,2.19
4415-IJZTP,CELL_234A,2024-12-01,2024-12-07,-91.8,13.1,0,31.7,0.53
4415-WNGVR,CELL_234A,2024-12-01,2024-12-07,-99.8,8.3,5,78.8,2.83
4418-LZMSV,CELL_234A,2024-12-01,2024-12-07,-85.8,12.4,1,41.4,0.34
4419-UJMUS,CELL_301C,2024-12-01,2024-12-07,-91.8,13.2,0,40.7,0.42
4422-QVIJA,CELL_301C,2024-12-01,2024-12-07,-95.5,15.5,0,43.9,0.4
4423-JWZJN,CELL_234A,2024-12-01,2024-12-07,-105.0,3.4,10,95.3,3.69
4423-YLHDV,CELL_234A,2024-12-01,2024-12-07,-94.5,13.6,1,45.4,0.14
4424-TKOPW,CELL_411A,2024-12-01,2024-12-07,-88.0,15.5,0,36.2,0.2
4425-OWHWB,CELL_112B,2024-12-01,2024-12-07,-89.5,12.6,0,46.0,0.4
4429-WYGFR,CELL_245B,2024-12-01,2024-12-07,-95.1,13.6,1,44.7,0.43
4430-UZIPO,CELL_301C,2024-12-01,2024-12-07,-88.4,14.7,1,37.3,0.11
4430-YHXGG,CELL_101A,2024-12-01,2024-12-07,-90.1,17.8,0,53.0,0.57
4431-EDMIQ,CELL_245B,2024-12-01,2024-12-07,-85.6,14.2,0,57.6,0.55
4432-ADRLB,CELL_101A,2024-12-01,2024-12-07,-94.5,15.3,0,35.6,0.56
4433-JCGCG,CELL_301C,2024-12-01,2024-12-07,-103.9,8.5,5,74.8,1.73
4439-JMPMT,CELL_245B,2024-12-01,2024-12-07,-95.8,7.7,5,83.4,2.17
4439-YRNVD,CELL_778C,2024-12-01,2024-12-07,-89.1,15.2,1,43.9,0.43
4441-NIHPT,CELL_245B,2024-12-01,2024-12-07,-88.0,16.5,1,57.3,0.3
4443-EMBNA,CELL_411A,2024-12-01,2024-12-07,-87.1,15.7,0,38.7,0.2
4445-KWOKW,CELL_778C,2024-12-01,2024-12-07,-92.7,14.5,0,48.3,0.13
4445-ZJNMU,CELL_112B,2024-12-01,2024-12-07,-104.9,11.8,5,71.9,2.76
4446-BZKHU,CELL_889D,2024-12-01,2024-12-07,-92.3,16.3,1,54.1,0.16
4450-DLLMH,CELL_134C,2024-12-01,2024-12-07,-102.5,4.5,9,93.9,5.04
4450-MDZFX,CELL_411A,2024-12-01,2024-12-07,-83.8,18.4,1,49.7,0.39
4450-YOOHP,CELL_778C,2024-12-01,2024-12-07,-96.7,18.8,0,60.0,0.32
4451-RWASJ,CELL_101A,2024-12-01,2024-12-07,-95.3,7.5,4,77.4,2.76
4452-QIIEB,CELL_778C,2024-12-01,2024-12-07,-92.8,7.6,4,83.1,2.83
4452-ROHMO,CELL_889D,2024-12-01,2024-12-07,-90.5,13.1,0,33.4,0.34
4455-BFSPD,CELL_234A,2024-12-01,2024-12-07,-98.6,7.4,6,78.5,1.64
4456-RHSNB,CELL_778C,2024-12-01,2024-12-07,-106.5,5.0,11,90.6,5.69
4458-KVRBJ,CELL_411A,2024-12-01,2024-12-07,-104.0,6.3,5,78.7,2.4
4459-BBGHE,CELL_234A,2024-12-01,2024-12-07,-105.4,9.7,3,70.4,1.86
4462-CYWMH,CELL_301C,2024-12-01,2024-12-07,-102.9,9.5,4,73.0,1.56
4464-JCOLN,CELL_778C,2024-12-01,2024-12-07,-101.2,3.5,3,71.6,2.23
4465-VDKIQ,CELL_245B,2024-12-01,2024-12-07,-103.5,2.6,11,91.7,3.43
4468-KAZHE,CELL_889D,2024-12-01,2024-12-07,-92.1,19.5,1,48.5,0.44
4468-YDOVK,CELL_778C,2024-12-01,2024-12-07,-88.4,14.0,0,41.2,0.59
4471-KXAUH,CELL_112B,2024-12-01,2024-12-07,-93.2,13.1,1,39.6,0.51
4472-LVYGI,CELL_889D,2024-12-01,2024-12-07,-96.9,9.6,6,79.0,1.74
4472-VESGY,CELL_245B,2024-12-01,2024-12-07,-87.5,12.0,1,35.3,0.44
4475-NVTLU,CELL_301C,2024-12-01,2024-12-07,-92.5,15.1,0,47.6,0.4
4476-OSWTN,CELL_411A,2024-12-01,2024-12-07,-89.6,12.9,1,44.9,0.25
4480-MBMLB,CELL_101A,2024-12-01,2024-12-07,-90.7,13.1,0,43.8,0.57
4480-QQRHC,CELL_101A,2024-12-01,2024-12-07,-90.3,13.0,1,32.3,0.57
4482-EWFMI,CELL_245B,2024-12-01,2024-12-07,-86.0,13.4,1,51.2,0.22
4482-FTFFX,CELL_778C,2024-12-01,2024-12-07,-89.7,17.1,0,31.5,0.34
4484-CGXFK,CELL_411A,2024-12-01,2024-12-07,-92.2,18.0,1,42.2,0.19
4484-GLZOU,CELL_234A,2024-12-01,2024-12-07,-93.8,11.9,1,45.2,0.28
4486-EFAEB,CELL_301C,2024-12-01,2024-12-07,-96.6,6.3,5,84.2,2.02
4487-ZYJZK,CELL_245B,2024-12-01,2024-12-07,-99.3,5.4,5,80.0,2.21
4488-KQFDT,CELL_134C,2024-12-01,2024-12-07,-97.5,10.4,6,76.4,1.83
4488-PSYCG,CELL_234A,2024-12-01,2024-12-07,-90.5,13.4,0,39.4,0.29
4489-SNOJF,CELL_502B,2024-12-01,2024-12-07,-93.7,16.7,0,56.6,0.45
4495-LHSSK,CELL_245B,2024-12-01,2024-12-07,-87.6,14.4,0,31.9,0.17
4500-HKANN,CELL_234A,2024-12-01,2024-12-07,-88.6,12.7,1,52.3,0.33
4501-EQDRN,CELL_889D,2024-12-01,2024-12-07,-89.8,14.7,1,36.8,0.55
4501-UYKBC,CELL_411A,2024-12-01,2024-12-07,-99.1,9.3,4,84.1,2.27
4501-VCPFK,CELL_112B,2024-12-01,2024-12-07,-98.9,6.3,5,75.9,2.47
4503-BDXBD,CELL_245B,2024-12-01,2024-12-07,-94.7,14.2,1,40.2,0.23
4504-YOULA,CELL_502B,2024-12-01,2024-12-07,-107.6,5.5,8,87.6,5.43
4505-EXZHB,CELL_101A,2024-12-01,2024-12-07,-91.3,14.0,0,56.1,0.45
4508-OEBEY,CELL_234A,2024-12-01,2024-12-07,-105.8,2.1,8,88.6,4.71
4510-HIMLV,CELL_234A,2024-12-01,2024-12-07,-96.5,11.8,1,50.9,0.58
4510-PYUSH,CELL_502B,2024-12-01,2024-12-07,-91.6,13.2,1,33.4,0.13
4512-ZUIYL,CELL_101A,2024-12-01,2024-12-07,-85.4,16.5,0,51.8,0.46
4513-CXYIX,CELL_112B,2024-12-01,2024-12-07,-87.7,14.6,1,35.8,0.13
4514-GFCFI,CELL_411A,2024-12-01,2024-12-07,-89.1,15.8,1,34.0,0.51
4518-FZBSX,CELL_234A,2024-12-01,2024-12-07,-88.9,17.5,0,37.7,0.14
4521-WFJAI,CELL_778C,2024-12-01,2024-12-07,-103.7,10.1,3,73.7,2.53
4521-YEEHE,CELL_889D,2024-12-01,2024-12-07,-89.2,16.7,0,44.9,0.57
4522-AKYLR,CELL_101A,2024-12-01,2024-12-07,-99.3,9.9,3,76.9,2.41
4522-XRWWI,CELL_411A,2024-12-01,2024-12-07,-93.8,13.0,0,51.7,0.49
4523-WXCEF,CELL_101A,2024-12-01,2024-12-07,-90.6,12.7,1,44.8,0.3
4524-QCSSM,CELL_134C,2024-12-01,2024-12-07,-91.8,12.1,1,38.7,0.53
4525-VZCZG,CELL_502B,2024-12-01,2024-12-07,-101.7,7.9,5,84.0,2.09
4526-EXKKN,CELL_778C,2024-12-01,2024-12-07,-85.8,14.4,0,46.9,0.14
4526-RMTLL,CELL_112B,2024-12-01,2024-12-07,-91.1,16.7,1,56.2,0.33
4526-ZJJTM,CELL_889D,2024-12-01,2024-12-07,-107.0,3.5,11,96.8,3.5
4529-CKBCL,CELL_112B,2024-12-01,2024-12-07,-108.0,8.1,5,74.3,2.02
4530-NDRKU,CELL_134C,2024-12-01,2024-12-07,-98.0,14.6,0,45.4,0.57
4531-AUZNK,CELL_778C,2024-12-01,2024-12-07,-90.0,13.9,1,44.6,0.47
4534-WGCIR,CELL_101A,2024-12-01,2024-12-07,-91.5,18.2,0,56.7,0.12
4536-PLEQY,CELL_112B,2024-12-01,2024-12-07,-100.8,7.0,4,75.5,2.44
4537-CIBHB,CELL_889D,2024-12-01,2024-12-07,-93.5,14.9,0,58.0,0.17
4537-DKTAL,CELL_778C,2024-12-01,2024-12-07,-110.0,2.9,11,91.0,3.09
4538-WNTMJ,CELL_411A,2024-12-01,2024-12-07,-87.2,11.4,1,42.2,0.23
4541-RMRLG,CELL_411A,2024-12-01,2024-12-07,-86.2,15.6,0,48.6,0.12
4544-RXFMG,CELL_112B,2024-12-01,2024-12-07,-102.7,4.7,3,70.2,2.82
4546-FOKWR,CELL_301C,2024-12-01,2024-12-07,-90.0,15.0,0,59.7,0.12
4547-FZJWE,CELL_778C,2024-12-01,2024-12-07,-90.2,11.3,1,30.8,0.3
4547-KQRTM,CELL_889D,2024-12-01,2024-12-07,-90.3,14.4,1,47.0,0.45
4547-LYTDD,CELL_301C,2024-12-01,2024-12-07,-87.4,17.2,0,47.7,0.17
4548-SDBKE,CELL_134C,2024-12-01,2024-12-07,-89.0,11.7,1,30.7,0.57
4549-ZDQYY,CELL_134C,2024-12-01,2024-12-07,-90.7,14.6,0,39.6,0.18
4550-EVXNY,CELL_502B,2024-12-01,2024-12-07,-88.2,16.4,1,32.4,0.59
4550-VBOFE,CELL_502B,2024-12-01,2024-12-07,-89.3,15.9,1,47.2,0.23
4553-DVPZG,CELL_112B,2024-12-01,2024-12-07,-104.7,10.8,5,74.0,1.97
4554-YGZIH,CELL_502B,2024-12-01,2024-12-07,-112.3,4.8,11,90.0,3.1
4558-CGYCZ,CELL_234A,2024-12-01,2024-12-07,-97.0,7.7,6,77.0,2.75
4558-FANTW,CELL_778C,2024-12-01,2024-12-07,-91.1,14.3,1,40.6,0.22
4559-UWIHT,CELL_778C,2024-12-01,2024-12-07,-107.1,9.2,5,74.8,2.62
4560-WQAQW,CELL_245B,2024-12-01,2024-12-07,-90.6,9.4,5,77.7,2.73
4565-EVZMJ,CELL_889D,2024-12-01,2024-12-07,-104.9,6.9,8,94.7,5.71
4565-NLZBV,CELL_234A,2024-12-01,2024-12-07,-101.9,7.9,6,73.2,1.79
4566-GOLUK,CELL_245B,2024-12-01,2024-12-07,-87.4,14.2,0,40.1,0.3
4566-NECEV,CELL_234A,2024-12-01,2024-12-07,-89.1,15.1,0,48.7,0.12
4566-QVRRW,CELL_411A,2024-12-01,2024-12-07,-85.7,11.2,1,54.3,0.35
4567-AKPIA,CELL_134C,2024-12-01,2024-12-07,-86.9,16.7,0,37.7,0.22
4568-KNYWR,CELL_411A,2024-12-01,2024-12-07,-95.8,7.6,6,78.2,2.07
4568-TTZRT,CELL_134C,2024-12-01,2024-12-07,-107.0,5.9,11,85.4,3.45
4570-QHXHL,CELL_234A,2024-12-01,2024-12-07,-104.7,8.4,3,75.4,2.46
4572-DVCGN,CELL_411A,2024-12-01,2024-12-07,-85.5,15.8,1,53.9,0.27
4573-JKNAE,CELL_411A,2024-12-01,2024-12-07,-86.7,14.0,1,33.8,0.16
4576-CSAJH,CELL_301C,2024-12-01,2024-12-07,-100.5,7.9,3,79.4,2.9
4578-PHJYZ,CELL_112B,2024-12-01,2024-12-07,-97.4,5.1,5,74.0,2.36
4580-TMHJU,CELL_411A,2024-12-01,2024-12-07,-100.5,8.3,5,79.6,2.12
4581-LNWUM,CELL_301C,2024-12-01,2024-12-07,-101.0,9.5,6,73.7,1.87
4581-SSPWD,CELL_245B,2024-12-01,2024-12-07,-99.0,10.4,3,80.6,2.42
4583-PARNH,CELL_234A,2024-12-01,2024-12-07,-107.6,5.6,9,96.4,5.94
4584-LBNMK,CELL_502B,2024-12-01,2024-12-07,-97.4,14.7,1,45.8,0.4
4585-HETAI,CELL_112B,2024-12-01,2024-12-07,-93.0,15.4,0,30.5,0.49
4587-NUKOX,CELL_502B,2024-12-01,2024-12-07,-91.0,10.9,1,53.3,0.46
4587-VVTOX,CELL_134C,2024-12-01,2024-12-07,-88.4,18.6,0,40.1,0.6
4588-YBNIB,CELL_411A,2024-12-01,2024-12-07,-90.6,16.0,0,39.5,0.58
4589-IUAJB,CELL_245B,2024-12-01,2024-12-07,-108.5,4.4,14,91.9,5.67
4592-IWTJI,CELL_101A,2024-12-01,2024-12-07,-87.7,14.5,1,34.8,0.43
4597-ELFTS,CELL_101A,2024-12-01,2024-12-07,-103.9,7.8,5,76.5,2.46
4597-NUCQV,CELL_301C,2024-12-01,2024-12-07,-94.1,14.6,1,43.3,0.11
4598-XLKNJ,CELL_112B,2024-12-01,2024-12-07,-97.9,8.1,4,78.4,2.35
4598-ZADCK,CELL_112B,2024-12-01,2024-12-07,-97.2,4.6,5,75.9,1.58
4603-JANFB,CELL_301C,2024-12-01,2024-12-07,-103.6,3.5,8,92.0,4.81
4607-CHPCA,CELL_502B,2024-12-01,2024-12-07,-106.2,11.0,4,82.3,2.45
4608-LCIMN,CELL_134C,2024-12-01,2024-12-07,-91.3,12.1,1,49.5,0.13
4609-KNNWG,CELL_778C,2024-12-01,2024-12-07,-87.2,15.8,1,54.7,0.39
4611-ANLQC,CELL_101A,2024-12-01,2024-12-07,-87.8,15.9,1,46.9,0.18
4612-SSVHJ,CELL_778C,2024-12-01,2024-12-07,-95.2,14.2,0,50.6,0.23
4612-THJBS,CELL_134C,2024-12-01,2024-12-07,-90.9,13.1,0,49.4,0.38
4614-NUVZD,CELL_245B,2024-12-01,2024-12-07,-84.5,15.6,1,34.5,0.27
4615-PIVVU,CELL_245B,2024-12-01,2024-12-07,-95.9,8.5,4,73.4,2.96
4616-EWBNJ,CELL_101A,2024-12-01,2024-12-07,-90.5,15.6,1,42.0,0.4
4616-ULAOA,CELL_234A,2024-12-01,2024-12-07,-94.8,15.6,0,42.8,0.26
4619-EVPHY,CELL_778C,2024-12-01,2024-12-07,-92.7,15.7,1,45.1,0.58
4622-YNKIJ,CELL_245B,2024-12-01,2024-12-07,-96.4,11.0,3,74.9,2.28
4623-ZKHLY,CELL_112B,2024-12-01,2024-12-07,-92.9,17.0,1,38.7,0.18
4625-EWPTF,CELL_889D,2024-12-01,2024-12-07,-87.2,17.8,1,52.0,0.35
4625-LAMOB,CELL_245B,2024-12-01,2024-12-07,-94.8,16.7,0,53.5,0.59
4625-XMOYM,CELL_234A,2024-12-01,2024-12-07,-93.3,14.2,0,50.7,0.12
4626-GYCZP,CELL_134C,2024-12-01,2024-12-07,-103.8,4.5,4,81.0,2.04
4626-OZDTJ,CELL_112B,2024-12-01,2024-12-07,-93.6,12.7,0,51.6,0.32
4627-MIHJH,CELL_101A,2024-12-01,2024-12-07,-93.7,15.8,1,41.2,0.38
4628-CTTLA,CELL_245B,2024-12-01,2024-12-07,-102.0,10.1,6,83.9,2.44
4628-WQCQQ,CELL_245B,2024-12-01,2024-12-07,-91.6,16.0,1,45.7,0.54
4629-NRXKX,CELL_234A,2024-12-01,2024-12-07,-101.6,5.4,14,95.3,5.42
4631-OACRM,CELL_889D,2024-12-01,2024-12-07,-94.0,14.7,0,54.1,0.59
4632-PAOYU,CELL_301C,2024-12-01,2024-12-07,-88.0,16.9,1,39.6,0.2
4632-XJMEX,CELL_411A,2024-12-01,2024-12-07,-98.4,8.7,3,83.6,1.65
4633-MKHYU,CELL_234A,2024-12-01,2024-12-07,-87.6,12.6,0,49.7,0.31
4634-JLRJT,CELL_889D,2024-12-01,2024-12-07,-94.1,18.1,0,34.9,0.54
4635-EJYPD,CELL_778C,2024-12-01,2024-12-07,-91.1,14.5,0,41.1,0.31
4636-JGAAI,CELL_245B,2024-12-01,2024-12-07,-87.8,15.4,1,39.4,0.35
4636-OLWOE,CELL_778C,2024-12-01,2024-12-07,-94.0,17.3,1,51.9,0.22
4636-QRJKY,CELL_889D,2024-12-01,2024-12-07,-105.2,4.3,8,87.5,3.86
4636-TVXVG,CELL_778C,2024-12-01,2024-12-07,-108.1,4.1,13,87.6,3.02
4640-UHDOS,CELL_411A,2024-12-01,2024-12-07,-89.0,15.3,1,38.8,0.38
4641-FROLU,CELL_112B,2024-12-01,2024-12-07,-112.8,5.2,9,89.5,4.63
4644-OBGFZ,CELL_101A,2024-12-01,2024-12-07,-105.3,5.3,11,89.1,5.96
4644-PIZRT,CELL_301C,2024-12-01,2024-12-07,-85.1,14.6,1,46.9,0.16
4646-QZXTF,CELL_101A,2024-12-01,2024-12-07,-89.6,14.6,0,56.7,0.32
4647-MUZON,CELL_502B,2024-12-01,2024-12-07,-88.4,14.5,1,47.5,0.27
4647-XXZAM,CELL_234A,2024-12-01,2024-12-07,-101.6,10.0,3,70.5,2.04
4648-YPBTM,CELL_301C,2024-12-01,2024-12-07,-87.2,14.4,1,43.0,0.13
4652-NNHNY,CELL_245B,2024-12-01,2024-12-07,-85.6,16.0,1,58.4,0.2
4652-ODEVH,CELL_301C,2024-12-01,2024-12-07,-101.1,7.9,5,77.2,2.29
4654-DLAMQ,CELL_889D,2024-12-01,2024-12-07,-106.1,7.6,10,91.8,5.2
4654-GGUII,CELL_112B,2024-12-01,2024-12-07,-94.7,15.7,0,40.4,0.11
4654-ULTTN,CELL_134C,2024-12-01,2024-12-07,-92.5,12.8,0,44.3,0.18
4656-CAURT,CELL_134C,2024-12-01,2024-12-07,-88.5,14.5,0,58.5,0.39
4657-FWVFY,CELL_502B,2024-12-01,2024-12-07,-109.0,6.1,11,88.9,5.6
4658-HCOHW,CELL_889D,2024-12-01,2024-12-07,-96.6,16.0,1,44.9,0.55
4659-NZRUF,CELL_301C,2024-12-01,2024-12-07,-86.6,12.4,1,48.2,0.29
4660-IRIBM,CELL_134C,2024-12-01,2024-12-07,-101.4,4.1,14,92.9,5.19
4661-NJEUX,CELL_889D,2024-12-01,2024-12-07,-94.8,5.6,4,77.5,2.12
4662-EKDPQ,CELL_112B,2024-12-01,2024-12-07,-86.4,15.3,0,38.7,0.46
4664-NJCMS,CELL_778C,2024-12-01,2024-12-07,-102.5,9.6,6,78.0,2.91
4667-OHGKG,CELL_134C,2024-12-01,2024-12-07,-89.0,15.4,0,41.8,0.3
4667-QONEA,CELL_245B,2024-12-01,2024-12-07,-102.7,7.0,3,74.9,1.69
4670-TABXH,CELL_889D,2024-12-01,2024-12-07,-90.3,13.5,1,57.2,0.3
4671-LXRDQ,CELL_134C,2024-12-01,2024-12-07,-100.9,8.5,5,77.5,2.58
4671-VJLCL,CELL_411A,2024-12-01,2024-12-07,-105.3,9.7,4,80.1,1.56
4672-FOTSD,CELL_301C,2024-12-01,2024-12-07,-91.0,15.7,1,40.0,0.53
4673-KKSLS,CELL_234A,2024-12-01,2024-12-07,-89.3,17.0,0,51.9,0.22
4674-HGNUA,CELL_112B,2024-12-01,2024-12-07,-87.6,11.2,1,53.1,0.18
4676-MQUEA,CELL_411A,2024-12-01,2024-12-07,-87.2,15.4,0,46.3,0.29
4676-WLUHT,CELL_411A,2024-12-01,2024-12-07,-95.9,12.7,1,52.1,0.18
4678-DVQEO,CELL_778C,2024-12-01,2024-12-07,-94.5,15.0,0,30.9,0.18
4680-KUTAJ,CELL_234A,2024-12-01,2024-12-07,-94.8,13.2,0,58.6,0.43
4682-BLBUC,CELL_112B,2024-12-01,2024-12-07,-93.0,16.1,1,56.6,0.25
4683-WYDOU,CELL_101A,2024-12-01,2024-12-07,-105.6,6.3,13,85.8,5.72
4685-ERGHK,CELL_234A,2024-12-01,2024-12-07,-87.6,15.2,0,36.4,0.16
4685-TFLLS,CELL_411A,2024-12-01,2024-12-07,-100.6,10.0,4,77.1,2.19
4686-GEFRM,CELL_889D,2024-12-01,2024-12-07,-94.2,16.4,1,57.7,0.46
4686-UXDML,CELL_112B,2024-12-01,2024-12-07,-88.4,15.9,0,42.2,0.58
4690-LLKUA,CELL_112B,2024-12-01,2024-12-07,-89.2,10.3,4,71.6,2.94
4690-PKDQG,CELL_301C,2024-12-01,2024-12-07,-97.2,10.7,6,82.1,2.75
4692-NNQRU,CELL_234A,2024-12-01,2024-12-07,-90.9,15.1,0,41.5,0.41
4693-VWVBO,CELL_411A,2024-12-01,2024-12-07,-85.3,14.4,1,59.6,0.28
4694-PHWFW,CELL_889D,2024-12-01,2024-12-07,-95.2,8.2,5,77.4,1.64
4695-VADHF,CELL_889D,2024-12-01,2024-12-07,-91.1,12.8,0,50.8,0.56
4695-WJZUE,CELL_234A,2024-12-01,2024-12-07,-91.0,15.4,1,46.0,0.51
4697-LUPSU,CELL_411A,2024-12-01,2024-12-07,-105.7,5.2,10,90.9,3.47
4698-KVLLG,CELL_411A,2024-12-01,2024-12-07,-89.0,15.4,1,59.9,0.25
4700-UBQMV,CELL_134C,2024-12-01,2024-12-07,-104.0,6.9,4,72.5,1.83
4701-AHWMW,CELL_889D,2024-12-01,2024-12-07,-91.4,13.3,0,55.5,0.12
4701-LKOZD,CELL_245B,2024-12-01,2024-12-07,-84.2,15.1,0,30.2,0.21
4701-MLJPN,CELL_101A,2024-12-01,2024-12-07,-92.5,15.4,1,34.9,0.24
4702-HDRKD,CELL_112B,2024-12-01,2024-12-07,-90.4,14.2,0,58.6,0.59
4702-IOQDC,CELL_502B,2024-12-01,2024-12-07,-89.1,19.3,0,31.6,0.19
4703-MQYKT,CELL_889D,2024-12-01,2024-12-07,-85.6,17.6,1,31.7,0.12
4704-ERYFC,CELL_245B,2024-12-01,2024-12-07,-91.9,13.6,0,36.5,0.38
4706-AXVKM,CELL_411A,2024-12-01,2024-12-07,-89.7,12.1,1,44.0,0.31
4706-DGAHW,CELL_301C,2024-12-01,2024-12-07,-106.2,9.0,4,75.0,1.77
4707-MAXGU,CELL_502B,2024-12-01,2024-12-07,-91.0,14.7,1,37.6,0.49
4707-YNOQA,CELL_889D,2024-12-01,2024-12-07,-92.0,14.1,0,44.5,0.39
4709-LKHYG,CELL_502B,2024-12-01,2024-12-07,-93.0,7.9,6,74.4,2.18
4710-FDUIZ,CELL_301C,2024-12-01,2024-12-07,-91.9,12.5,1,32.9,0.3
4710-NKCAW,CELL_245B,2024-12-01,2024-12-07,-86.1,15.1,1,54.4,0.53
4712-AUQZO,CELL_502B,2024-12-01,2024-12-07,-97.9,8.6,6,82.7,2.24
4712-UYOOI,CELL_245B,2024-12-01,2024-12-07,-98.2,8.0,6,73.2,1.76
4713-LZDRV,CELL_134C,2024-12-01,2024-12-07,-98.1,7.4,3,70.3,2.09
4713-ZBURT,CELL_234A,2024-12-01,2024-12-07,-81.6,16.0,1,43.6,0.36
4716-HHKQH,CELL_889D,2024-12-01,2024-12-07,-88.8,17.2,1,36.9,0.18
4716-MRVEN,CELL_245B,2024-12-01,2024-12-07,-87.6,15.5,0,44.0,0.44
4717-GHADL,CELL_134C,2024-12-01,2024-12-07,-94.1,9.8,3,81.2,2.42
4718-DHSMV,CELL_234A,2024-12-01,2024-12-07,-84.3,12.5,1,52.6,0.19
4718-WXBGI,CELL_411A,2024-12-01,2024-12-07,-99.2,10.5,6,71.3,2.83
4719-UMSIY,CELL_411A,2024-12-01,2024-12-07,-92.7,13.4,0,55.2,0.46
4720-VSTSI,CELL_502B,2024-12-01,2024-12-07,-85.6,12.5,1,39.5,0.49
4723-BEGSG,CELL_245B,2024-12-01,2024-12-07,-98.0,6.8,4,72.3,1.59
4724-WXVWF,CELL_301C,2024-12-01,2024-12-07,-91.2,16.4,0,55.5,0.13
4726-DLWQN,CELL_889D,2024-12-01,2024-12-07,-89.3,12.8,1,48.3,0.46
4727-MCYZG,CELL_101A,2024-12-01,2024-12-07,-86.3,11.4,1,44.4,0.47
4729-XKASR,CELL_411A,2024-12-01,2024-12-07,-90.2,10.9,1,39.7,0.56
4730-AWNAU,CELL_502B,2024-12-01,2024-12-07,-95.1,14.4,0,38.9,0.32
4732-RRJZC,CELL_234A,2024-12-01,2024-12-07,-93.0,12.0,0,48.8,0.56
4735-ASGMA,CELL_411A,2024-12-01,2024-12-07,-88.5,14.0,1,31.4,0.49
4735-BJKOU,CELL_889D,2024-12-01,2024-12-07,-82.6,17.1,0,57.0,0.26
4737-AQCPU,CELL_502B,2024-12-01,2024-12-07,-94.6,14.6,1,45.0,0.37
4737-HOBAX,CELL_134C,2024-12-01,2024-12-07,-107.6,5.9,9,97.9,3.59
4741-WWJQZ,CELL_889D,2024-12-01,2024-12-07,-90.7,17.4,1,33.3,0.5
4742-DRORA,CELL_502B,2024-12-01,2024-12-07,-88.5,14.0,0,41.2,0.47
4742-TXUEX,CELL_245B,2024-12-01,2024-12-07,-93.6,14.9,1,42.8,0.55
4745-LSPLO,CELL_889D,2024-12-01,2024-12-07,-86.9,21.9,1,52.5,0.43
4747-LCAQL,CELL_301C,2024-12-01,2024-12-07,-107.9,6.4,3,73.2,2.29
4749-OJKQU,CELL_301C,2024-12-01,2024-12-07,-87.6,13.4,1,41.1,0.2
4749-VFKVB,CELL_889D,2024-12-01,2024-12-07,-109.5,4.4,11,92.1,4.15
4750-UKWJK,CELL_889D,2024-12-01,2024-12-07,-87.9,15.5,1,58.9,0.3
4750-ZRXIU,CELL_112B,2024-12-01,2024-12-07,-103.8,2.6,9,91.5,4.48
4751-ERMAN,CELL_301C,2024-12-01,2024-12-07,-113.3,5.7,8,92.1,5.57
